多遗憾啊！	Too bad.
一个没有母亲的家是个伤心，伤心的地方。	A home without a mother is a sad, sad place.
这取决于你所说的”相信“上帝是什么意思。	It depends what you mean by "believe" in God.
可以给我来两个汉堡和一杯可乐吗？谢谢。	Can I have two hamburgers and a coke, please?
这个家庭非常贫穷以至于无法偿还贷款。	The family is too poor to pay back the debts.
他的学生中没有一个可以解决这个问题。	None of his students could solve the problem.
英国的食物以炸鱼排加炸薯条最为有名。	Fish'n'chips is the most famous English food.
不管我用什么招数，儿子就是不肯吃青菜。	I can never get my son to eat any vegetables.
在一整天工作的奔波中，她的腿变得酸痛。	Her feet were tired after a long day at work.
星期日上午在那边和你碰头。都等不及了。	Meet you there on Sunday morning. Can't wait.
当他听到那个新闻的时候，他感动得哭了。	He was moved to tears when he heard the news.
这家商店可以提供所有我们需要的东西。	The store can supply us with anything we need.
他看起来像个运动员，但是其实是个作家。	He looks like a sportsman, but he is a writer.
不要因为吃得太多而扰乱胃的正常消化。	Don't get an upset stomach by eating too much.
我以前总认为汤姆是有一些与众不同的。	I always thought that Tom was a bit different.
我有一份工资很高工作时间理想的工作.	I have a good-paying job with excellent hours.
卡尔马克思说了：“全世界无产者，联合起来！”	Karl Marx said: "Workers of the world, unite!"
我在汤姆告诉我我需要做时就立刻做了。	I did that as soon as Tom told me I needed to.
你能看到屋顶的那栋房子是贝克先生的。	The house whose roof you can see is Mr Baker's.
我只是希望我们能离开这个可怕的地方。	I just wish we could leave this horrible place.
这个梯子是否足够坚固以承受我的重量？	Is this ladder strong enough to bear my weight?
在某种程度上你是对的，但我还是有疑问。	In a way you're right, but I still have doubts.
你说今晚改变一下，去外面吃晚饭怎么样？	How about eating out this evening for a change?
我喜欢孩子。这就是为什么我成为了教师。	I like children. That's why I became a teacher.
政治家从来不告诉我们他们的别有用心。	Politicians never tell us their inner thoughts.
世界就像是一本书，走一步等于翻了一页。	The world is a book and each step opens a page.
重庆是一座丘陵的城市，道路弯弯曲曲的。	Chongqing is a hilly city with winding streets.
这本书里有你应该知道的所有事的解释	All you need to know is explained in this book.
因为你们公司的业务能够发挥我的特长。	Because your business can play to my strengths.
汤姆还没对我们说他希望我们买什么呢。	Tom hasn't yet told us what he wants us to buy.
我不会告诉汤姆和玛丽他们需要做什么。	I won't tell Tom and Mary what they need to do.
淘宝给我推荐了性感又可爱的情趣内衣。	Taobao suggested sexy and cute lingerie for me.
你就只告诉我一个人，你对她的意见如何？	Between you and me, what is your opinion of her?
如果运气好的话，我一天可以生产好几件。	I can produce several pieces a day if I'm lucky.
国际货币基金组织不考虑再借款给该国。	The IMF ruled out any new loans to that country.
我因为没有参加他的葬礼而感到很糟糕。	I feel bad about not having gone to his funeral.
他把荷马的史记从希腊语翻译成了英语。	He translated Homer from the Greek into English.
只要听到这首歌，我就会想起他们的笑容。	Whenever I hear this song, I think of his smile.
有些月份有三十天，有些月份有三十一天。	Some months have thirty days, others thirty one.
我们真的不知道，下次我们再也不这样了。	We really didn't know; we won't do it next time.
你是不是喝醉到能再说一遍德语的程度？	Are you drunk enough to speak German once again?
你知道吗，我从没见过你跟一个男人一起。	You know, I've never seen you with a guy before.
你能再向我解释一遍你为什么迟到了吗？	Could you please tell me again why you are late?
我们队是这次乒乓球比赛得标的热门队。	Our team is seeded in the ping-pong competition.
我们去一家档次再高点儿的餐厅怎么样？	Shall we go to a little more upscale restaurant?
汤姆说他没准备好，但玛丽说她准备好了。	Tom said he wasn't ready, but Mary said she was.
汤姆的主要问题是他一点幽默感都没有	Tom's main problem is he has no sense of humour.
他獨自一人住在沼澤地裡的一棟小屋裡。	He lives alone in a little cottage in the swamp.
不幸的是，你禁止汤姆做的事，他仍然去做。	Unfortunately, Tom did what you told him not to.
汤姆从来不应该尝试自己一个人做那些。	Tom never should've tried doing that by himself.
我的母亲是一位天使，也是我的灵感来源。	My mother was an angel and an inspiration to me.
我们必须在周二早上之前完成所有事情。	We must finish everything before Tuesday morning.
当我进入那个房间的时候，她正在弹钢琴。	Entering the room, I found her playing the piano.
他应该为自己对客人的粗鲁无礼而道歉。	He should apologize for being rude to the guests.
我永远不会忘记那天我第一次与他见面。	I will never forget the day when I first met him.
就像你们知道的那样，毅力是成功的关键。	Perseverance, as you know, is the key to success.
他过去认识她，但他们现在不再是朋友了。	He once knew her, but they are no longer friends.
他买不起一辆汽车，更不要说一套房子了。	He cannot afford to buy a car, much less a house.
她将永远不会忘记听过这首悲伤的曲子。	She shall never forget listening to the sad tune.
人是生而自由的，但却无往不在枷锁之中。	Man is born free; and everywhere he is in chains.
